National Institute of Technology Surat,"Civil Engineering (4 Years, Bachelor of Technology)",OS,34479,43794
National Institute of Technology Surat,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,5052,7741
National Institute of Technology Surat,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,16112,20904
National Institute of Technology Surat,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,10654,15093
National Institute of Technology Surat,"Mathematics (5 Years, Integrated Master of Science)",OS,36483,51576
National Institute of Technology Surat,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,19670,30985
National Institute of Technology Surat,"Physics (5 Years, Integrated Master of Science)",OS,33405,52721
National Institute of Technology Tiruchirappalli,"Architecture (5 Years, Bachelor of Architecture)",HS,100,367
National Institute of Technology Tiruchirappalli,"Architecture (5 Years, Bachelor of Architecture)",OS,149,260
National Institute of Technology Tiruchirappalli,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,12050,20670
National Institute of Technology Tiruchirappalli,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,11165,15816
National Institute of Technology Tiruchirappalli,"Civil Engineering (4 Years, Bachelor of Technology)",HS,20492,33703
